orgao_superior_codigo_siorg,orgao_superior_nome,orgao_nome,ano_mes_referencia,sigla_codigo_cargo_comissao,cargos_distribuidos,cargos_ocupados,cargos_vagos
244,MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FLUMINENSE",202110,Cargo de Direção,15,15,0
244,MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FLUMINENSE",202110,Cargo de Direção,23,23,0
244,MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FLUMINENSE",202110,Cargo de Direção,44,44,0
244,MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FLUMINENSE",202110,Função Comissionada de Coordenador de Curso,101,95,6
244,MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FLUMINENSE",202110,Função Gratificada Específica de Instituição de Ensino,60,60,0
244,MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FLUMINENSE",202110,Função Gratificada Específica de Instituição de Ensino,94,93,1
244,MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO",202110,Cargo de Direção,1,1,0
244,MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO",202110,Cargo de Direção,27,27,0
244,MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO",202110,Cargo de Direção,26,26,0
244,MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO",202110,Cargo de Direção,55,54,1
244,MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO",202110,Função Comissionada de Coordenador de Curso,115,115,0
244,MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO",202110,Função Gratificada Específica de Instituição de Ensino,64,63,1
244,MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO",202110,Função Gratificada Específica de Instituição de Ensino,98,95,3
244,MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO",202110,Função Gratificada Específica de Instituição de Ensino,16,16,0
244,MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUDESTE DE MINAS GERAIS",202110,Cargo de Direção,1,1,0
244,MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUDESTE DE MINAS GERAIS",202110,Cargo de Direção,12,12,0
244,MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUDESTE DE MINAS GERAIS",202110,Cargo de Direção,24,23,1
244,MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUDESTE DE MINAS GERAIS",202110,Cargo de Direção,41,40,1
244,MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUDESTE DE MINAS GERAIS",202110,Função Comissionada de Coordenador de Curso,94,94,0
244,MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUDESTE DE MINAS GERAIS",202110,Função Gratificada Específica de Instituição de Ensino,56,56,0
244,MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUDESTE DE MINAS GERAIS",202110,Função Gratificada Específica de Instituição de Ensino,80,80,0
244,MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUDESTE DE MINAS GERAIS",202110,Função Gratificada Específica de Instituição de Ensino,8,8,0
244,MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE",202110,Cargo de Direção,1,1,0
244,MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE",202110,Cargo de Direção,17,17,0
244,MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE",202110,Cargo de Direção,22,22,0
244,MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE",202110,Cargo de Direção,48,48,0
244,MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE",202110,Função Comissionada de Coordenador de Curso,100,87,13
244,MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE",202110,Função Gratificada Específica de Instituição de Ensino,73,73,0
244,MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE",202110,Função Gratificada Específica de Instituição de Ensino,114,109,5
244,MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE",202110,Função Gratificada Específica de Instituição de Ensino,58,49,9
244,MINISTÉRIO DA EDUCAÇÃO,INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANÍSIO TEIXEIRA,202110,Direção e Assessoramento Superiores,1,1,0
244,MINISTÉRIO DA EDUCAÇÃO,INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANÍSIO TEIXEIRA,202110,Direção e Assessoramento Superiores,1,1,0
244,MINISTÉRIO DA EDUCAÇÃO,INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANÍSIO TEIXEIRA,202110,Direção e Assessoramento Superiores,1,1,0
244,MINISTÉRIO DA EDUCAÇÃO,INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANÍSIO TEIXEIRA,202110,Direção e Assessoramento Superiores,19,14,5
244,MINISTÉRIO DA EDUCAÇÃO,INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANÍSIO TEIXEIRA,202110,Direção e Assessoramento Superiores,6,5,1
244,MINISTÉRIO DA EDUCAÇÃO,INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANÍSIO TEIXEIRA,202110,Direção e Assessoramento Superiores,1,1,0
244,MINISTÉRIO DA EDUCAÇÃO,INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANÍSIO TEIXEIRA,202110,Direção e Assessoramento Superiores,1,1,0
244,MINISTÉRIO DA EDUCAÇÃO,INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANÍSIO TEIXEIRA,202110,Direção e Assessoramento Superiores,3,3,0
244,MINISTÉRIO DA EDUCAÇÃO,INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANÍSIO TEIXEIRA,202110,Funções Comissionadas do Poder Executivo,5,4,1
244,MINISTÉRIO DA EDUCAÇÃO,INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANÍSIO TEIXEIRA,202110,Funções Comissionadas do Poder Executivo,6,5,1
244,MINISTÉRIO DA EDUCAÇÃO,INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANÍSIO TEIXEIRA,202110,Funções Comissionadas do Poder Executivo,31,30,1
244,MINISTÉRIO DA EDUCAÇÃO,INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANÍSIO TEIXEIRA,202110,Funções Comissionadas do Poder Executivo,4,4,0
244,MINISTÉRIO DA EDUCAÇÃO,INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANÍSIO TEIXEIRA,202110,Funções Comissionadas do Poder Executivo,9,9,0
244,MINISTÉRIO DA EDUCAÇÃO,INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANÍSIO TEIXEIRA,202110,Funções Comissionadas do Poder Executivo,10,9,1
244,MINISTÉRIO DA EDUCAÇÃO,INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANÍSIO TEIXEIRA,202110,Funções Comissionadas do Poder Executivo,2,2,0
244,MINISTÉRIO DA EDUCAÇÃO,INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANÍSIO TEIXEIRA,202110,Função Gratificada,18,18,0
244,MINISTÉRIO DA EDUCAÇÃO,INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANÍSIO TEIXEIRA,202110,Função Gratificada,3,2,1
244,MINISTÉRIO DA EDUCAÇÃO,MINISTÉRIO DA EDUCAÇÃO,202110,Cargo de Direção,2,2,0
244,MINISTÉRIO DA EDUCAÇÃO,MINISTÉRIO DA EDUCAÇÃO,202110,Cargo de Direção,2,2,0
244,MINISTÉRIO DA EDUCAÇÃO,MINISTÉRIO DA EDUCAÇÃO,202110,Cargo de Direção,14,14,0
244,MINISTÉRIO DA EDUCAÇÃO,MINISTÉRIO DA EDUCAÇÃO,202110,Direção e Assessoramento Superiores,27,26,1
244,MINISTÉRIO DA EDUCAÇÃO,MINISTÉRIO DA EDUCAÇÃO,202110,Direção e Assessoramento Superiores,26,26,0
244,MINISTÉRIO DA EDUCAÇÃO,MINISTÉRIO DA EDUCAÇÃO,202110,Direção e Assessoramento Superiores,55,50,5
244,MINISTÉRIO DA EDUCAÇÃO,MINISTÉRIO DA EDUCAÇÃO,202110,Direção e Assessoramento Superiores,68,65,3
244,MINISTÉRIO DA EDUCAÇÃO,MINISTÉRIO DA EDUCAÇÃO,202110,Direção e Assessoramento Superiores,27,26,1
244,MINISTÉRIO DA EDUCAÇÃO,MINISTÉRIO DA EDUCAÇÃO,202110,Direção e Assessoramento Superiores,7,7,0
244,MINISTÉRIO DA EDUCAÇÃO,MINISTÉRIO DA EDUCAÇÃO,202110,Direção e Assessoramento Superiores,19,17,2
244,MINISTÉRIO DA EDUCAÇÃO,MINISTÉRIO DA EDUCAÇÃO,202110,Direção e Assessoramento Superiores,20,20,0
244,MINISTÉRIO DA EDUCAÇÃO,MINISTÉRIO DA EDUCAÇÃO,202110,Direção e Assessoramento Superiores,12,12,0
244,MINISTÉRIO DA EDUCAÇÃO,MINISTÉRIO DA EDUCAÇÃO,202110,Direção e Assessoramento Superiores,11,11,0
244,MINISTÉRIO DA EDUCAÇÃO,MINISTÉRIO DA EDUCAÇÃO,202110,Direção e Assessoramento Superiores,9,8,1
244,MINISTÉRIO DA EDUCAÇÃO,MINISTÉRIO DA EDUCAÇÃO,202110,Direção e Assessoramento Superiores,11,11,0
244,MINISTÉRIO DA EDUCAÇÃO,MINISTÉRIO DA EDUCAÇÃO,202110,Direção e Assessoramento Superiores,29,28,1
244,MINISTÉRIO DA EDUCAÇÃO,MINISTÉRIO DA EDUCAÇÃO,202110,Direção e Assessoramento Superiores,17,17,0
244,MINISTÉRIO DA EDUCAÇÃO,MINISTÉRIO DA EDUCAÇÃO,202110,Direção e Assessoramento Superiores,20,19,1
244,MINISTÉRIO DA EDUCAÇÃO,MINISTÉRIO DA EDUCAÇÃO,202110,Direção e Assessoramento Superiores,4,4,0
244,MINISTÉRIO DA EDUCAÇÃO,MINISTÉRIO DA EDUCAÇÃO,202110,Função Comissionada de Coordenador de Curso,37,25,12
244,MINISTÉRIO DA EDUCAÇÃO,MINISTÉRIO DA EDUCAÇÃO,202110,Funções Comissionadas do Poder Executivo,59,55,4
244,MINISTÉRIO DA EDUCAÇÃO,MINISTÉRIO DA EDUCAÇÃO,202110,Funções Comissionadas do Poder Executivo,50,49,1
244,MINISTÉRIO DA EDUCAÇÃO,MINISTÉRIO DA EDUCAÇÃO,202110,Funções Comissionadas do Poder Executivo,37,36,1
244,MINISTÉRIO DA EDUCAÇÃO,MINISTÉRIO DA EDUCAÇÃO,202110,Funções Comissionadas do Poder Executivo,18,17,1
244,MINISTÉRIO DA EDUCAÇÃO,MINISTÉRIO DA EDUCAÇÃO,202110,Funções Comissionadas do Poder Executivo,9,8,1
244,MINISTÉRIO DA EDUCAÇÃO,MINISTÉRIO DA EDUCAÇÃO,202110,Funções Comissionadas do Poder Executivo,12,10,2
244,MINISTÉRIO DA EDUCAÇÃO,MINISTÉRIO DA EDUCAÇÃO,202110,Funções Comissionadas do Poder Executivo,6,6,0
244,MINISTÉRIO DA EDUCAÇÃO,MINISTÉRIO DA EDUCAÇÃO,202110,Funções Comissionadas do Poder Executivo,3,3,0
244,MINISTÉRIO DA EDUCAÇÃO,MINISTÉRIO DA EDUCAÇÃO,202110,Funções Comissionadas do Poder Executivo,10,10,0
244,MINISTÉRIO DA EDUCAÇÃO,MINISTÉRIO DA EDUCAÇÃO,202110,Funções Comissionadas do Poder Executivo,21,21,0
244,MINISTÉRIO DA EDUCAÇÃO,MINISTÉRIO DA EDUCAÇÃO,202110,Funções Comissionadas do Poder Executivo,2,2,0
244,MINISTÉRIO DA EDUCAÇÃO,MINISTÉRIO DA EDUCAÇÃO,202110,Funções Comissionadas Técnicas,14,14,0
244,MINISTÉRIO DA EDUCAÇÃO,MINISTÉRIO DA EDUCAÇÃO,202110,Funções Comissionadas Técnicas,20,19,1
244,MINISTÉRIO DA EDUCAÇÃO,MINISTÉRIO DA EDUCAÇÃO,202110,Funções Comissionadas Técnicas,7,5,2
244,MINISTÉRIO DA EDUCAÇÃO,MINISTÉRIO DA EDUCAÇÃO,202110,Funções Comissionadas Técnicas,10,6,4
244,MINISTÉRIO DA EDUCAÇÃO,MINISTÉRIO DA EDUCAÇÃO,202110,Funções Comissionadas Técnicas,2,2,0
244,MINISTÉRIO DA EDUCAÇÃO,MINISTÉRIO DA EDUCAÇÃO,202110,Função Gratificada Específica de Instituição de Ensino,15,13,2
244,MINISTÉRIO DA EDUCAÇÃO,MINISTÉRIO DA EDUCAÇÃO,202110,Função Gratificada Específica de Instituição de Ensino,19,19,0
244,MINISTÉRIO DA EDUCAÇÃO,MINISTÉRIO DA EDUCAÇÃO,202110,Função Gratificada,187,120,67
244,MINISTÉRIO DA EDUCAÇÃO,MINISTÉRIO DA EDUCAÇÃO,202110,Função Gratificada,49,20,29
244,MINISTÉRIO DA EDUCAÇÃO,MINISTÉRIO DA EDUCAÇÃO,202110,Função Gratificada,13,2,11
244,MINISTÉRIO DA EDUCAÇÃO,MINISTÉRIO DA EDUCAÇÃO,202110,Ministro de Estado,1,1,0
244,MINISTÉRIO DA EDUCAÇÃO,MINISTÉRIO DA EDUCAÇÃO,202110,Cargo de Natureza Especial,1,1,0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE DA INTEGRAÇÃO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA,202110,Cargo de Direção,1,1,0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE DA INTEGRAÇÃO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA,202110,Cargo de Direção,8,8,0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE DA INTEGRAÇÃO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA,202110,Cargo de Direção,15,15,0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE DA INTEGRAÇÃO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA,202110,Cargo de Direção,20,19,1
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE DA INTEGRAÇÃO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA,202110,Função Comissionada de Coordenador de Curso,23,22,1
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE DA INTEGRAÇÃO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA,202110,Função Gratificada Específica de Instituição de Ensino,40,35,5
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE DA INTEGRAÇÃO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA,202110,Função Gratificada Específica de Instituição de Ensino,30,27,3
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE DA INTEGRAÇÃO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA,202110,Função Gratificada Específica de Instituição de Ensino,30,28,2
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DA BAHIA,202110,Cargo de Direção,1,1,0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DA BAHIA,202110,Cargo de Direção,8,8,0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DA BAHIA,202110,Cargo de Direção,45,45,0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DA BAHIA,202110,Cargo de Direção,63,63,0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DA BAHIA,202110,Função Comissionada de Coordenador de Curso,195,187,8
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DA BAHIA,202110,Função Gratificada Específica de Instituição de Ensino,212,209,3
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DA BAHIA,202110,Função Gratificada Específica de Instituição de Ensino,159,155,4
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DA BAHIA,202110,Função Gratificada Específica de Instituição de Ensino,13,13,0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,202110,Cargo de Direção,1,1,0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,202110,Cargo de Direção,8,8,0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,202110,Cargo de Direção,22,22,0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,202110,Cargo de Direção,30,32,-2
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,202110,Função Comissionada de Coordenador de Curso,47,48,-1
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,202110,Função Gratificada Específica de Instituição de Ensino,55,55,0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,202110,Função Gratificada Específica de Instituição de Ensino,53,51,2
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,202110,Função Gratificada Específica de Instituição de Ensino,35,35,0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA,202110,Cargo de Direção,1,1,0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA,202110,Cargo de Direção,8,8,0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA,202110,Cargo de Direção,15,14,1
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA,202110,Cargo de Direção,20,20,0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA,202110,Função Comissionada de Coordenador de Curso,43,38,5
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA,202110,Função Gratificada Específica de Instituição de Ensino,40,40,0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA,202110,Função Gratificada Específica de Instituição de Ensino,30,30,0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA,202110,Função Gratificada Específica de Instituição de Ensino,30,30,0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DA PARAÍBA,202110,Cargo de Direção,1,1,0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DA PARAÍBA,202110,Cargo de Direção,8,8,0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DA PARAÍBA,202110,Cargo de Direção,27,27,0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DA PARAÍBA,202110,Cargo de Direção,65,62,3
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DA PARAÍBA,202110,Função Comissionada de Coordenador de Curso,186,177,9
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DA PARAÍBA,202110,Função Gratificada Específica de Instituição de Ensino,183,181,2
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DA PARAÍBA,202110,Função Gratificada Específica de Instituição de Ensino,48,47,1
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DA PARAÍBA,202110,Função Gratificada Específica de Instituição de Ensino,34,29,5
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE ALAGOAS,202110,Cargo de Direção,1,1,0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE ALAGOAS,202110,Cargo de Direção,8,8,0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE ALAGOAS,202110,Cargo de Direção,25,25,0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE ALAGOAS,202110,Cargo de Direção,43,43,0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE ALAGOAS,202110,Função Comissionada de Coordenador de Curso,130,123,7
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE ALAGOAS,202110,Função Gratificada Específica de Instituição de Ensino,124,121,3
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE ALAGOAS,202110,Função Gratificada Específica de Instituição de Ensino,17,11,6
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE ALAGOAS,202110,Função Gratificada Específica de Instituição de Ensino,18,16,2
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE ALFENAS,202110,Cargo de Direção,1,1,0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE ALFENAS,202110,Cargo de Direção,8,8,0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE ALFENAS,202110,Cargo de Direção,18,18,0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE ALFENAS,202110,Cargo de Direção,8,8,0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE ALFENAS,202110,Função Comissionada de Coordenador de Curso,48,49,-1
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE ALFENAS,202110,Função Gratificada Específica de Instituição de Ensino,67,68,-1
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE ALFENAS,202110,Função Gratificada Específica de Instituição de Ensino,25,24,1
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE ALFENAS,202110,Função Gratificada Específica de Instituição de Ensino,19,21,-2
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,202110,Cargo de Direção,1,1,0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,202110,Cargo de Direção,8,8,0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,202110,Cargo de Direção,18,18,0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,202110,Cargo de Direção,35,35,0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,202110,Função Comissionada de Coordenador de Curso,125,128,-3
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,202110,Função Gratificada Específica de Instituição de Ensino,149,149,0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,202110,Função Gratificada Específica de Instituição de Ensino,30,30,0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,202110,Função Gratificada Específica de Instituição de Ensino,2,1,1
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE GOIÁS,202110,Cargo de Direção,1,3,-2
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE GOIÁS,202110,Cargo de Direção,8,24,-16
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE GOIÁS,202110,Cargo de Direção,44,51,-7
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE GOIÁS,202110,Cargo de Direção,45,91,-46
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE GOIÁS,202110,Função Comissionada de Coordenador de Curso,198,193,5
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE GOIÁS,202110,Função Gratificada Específica de Instituição de Ensino,160,125,35
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE GOIÁS,202110,Função Gratificada Específica de Instituição de Ensino,36,36,0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE GOIÁS,202110,Função Gratificada Específica de Instituição de Ensino,33,32,1
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE ITAJUBÁ,202110,Cargo de Direção,1,1,0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE ITAJUBÁ,202110,Cargo de Direção,8,8,0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE ITAJUBÁ,202110,Cargo de Direção,14,14,0
