orgao_superior_codigo_siorg,orgao_superior_nome,orgao_nome,ano_mes_referencia,sigla_codigo_cargo_comissao,cargos_distribuidos,cargos_ocupados,cargos_vagos
235876,MINISTÉRIO DA ECONOMIA,SUPERINTENDÊNCIA DA ZONA FRANCA DE MANAUS,202110,Direção e Assessoramento Superiores,12,10,2
235876,MINISTÉRIO DA ECONOMIA,SUPERINTENDÊNCIA DA ZONA FRANCA DE MANAUS,202110,Direção e Assessoramento Superiores,4,4,0
235876,MINISTÉRIO DA ECONOMIA,SUPERINTENDÊNCIA DA ZONA FRANCA DE MANAUS,202110,Direção e Assessoramento Superiores,1,1,0
235876,MINISTÉRIO DA ECONOMIA,SUPERINTENDÊNCIA DA ZONA FRANCA DE MANAUS,202110,Direção e Assessoramento Superiores,3,3,0
235876,MINISTÉRIO DA ECONOMIA,SUPERINTENDÊNCIA DA ZONA FRANCA DE MANAUS,202110,Funções Comissionadas do Poder Executivo,9,9,0
235876,MINISTÉRIO DA ECONOMIA,SUPERINTENDÊNCIA DA ZONA FRANCA DE MANAUS,202110,Funções Comissionadas do Poder Executivo,2,2,0
235876,MINISTÉRIO DA ECONOMIA,SUPERINTENDÊNCIA DA ZONA FRANCA DE MANAUS,202110,Funções Comissionadas do Poder Executivo,17,16,1
235876,MINISTÉRIO DA ECONOMIA,SUPERINTENDÊNCIA DA ZONA FRANCA DE MANAUS,202110,Funções Comissionadas do Poder Executivo,9,9,0
235876,MINISTÉRIO DA ECONOMIA,SUPERINTENDÊNCIA DA ZONA FRANCA DE MANAUS,202110,Funções Comissionadas do Poder Executivo,3,3,0
235876,MINISTÉRIO DA ECONOMIA,SUPERINTENDÊNCIA DA ZONA FRANCA DE MANAUS,202110,Função Gratificada,25,24,1
235876,MINISTÉRIO DA ECONOMIA,SUPERINTENDÊNCIA DA ZONA FRANCA DE MANAUS,202110,Função Gratificada,20,16,4
235876,MINISTÉRIO DA ECONOMIA,SUPERINTENDÊNCIA DE SEGUROS PRIVADOS,202110,Direção e Assessoramento Superiores,4,4,0
235876,MINISTÉRIO DA ECONOMIA,SUPERINTENDÊNCIA DE SEGUROS PRIVADOS,202110,Direção e Assessoramento Superiores,2,2,0
235876,MINISTÉRIO DA ECONOMIA,SUPERINTENDÊNCIA DE SEGUROS PRIVADOS,202110,Direção e Assessoramento Superiores,11,3,8
235876,MINISTÉRIO DA ECONOMIA,SUPERINTENDÊNCIA DE SEGUROS PRIVADOS,202110,Direção e Assessoramento Superiores,6,4,2
235876,MINISTÉRIO DA ECONOMIA,SUPERINTENDÊNCIA DE SEGUROS PRIVADOS,202110,Direção e Assessoramento Superiores,5,5,0
235876,MINISTÉRIO DA ECONOMIA,SUPERINTENDÊNCIA DE SEGUROS PRIVADOS,202110,Direção e Assessoramento Superiores,1,1,0
235876,MINISTÉRIO DA ECONOMIA,SUPERINTENDÊNCIA DE SEGUROS PRIVADOS,202110,Funções Comissionadas do Poder Executivo,2,2,0
235876,MINISTÉRIO DA ECONOMIA,SUPERINTENDÊNCIA DE SEGUROS PRIVADOS,202110,Funções Comissionadas do Poder Executivo,35,33,2
235876,MINISTÉRIO DA ECONOMIA,SUPERINTENDÊNCIA DE SEGUROS PRIVADOS,202110,Funções Comissionadas do Poder Executivo,14,12,2
235876,MINISTÉRIO DA ECONOMIA,SUPERINTENDÊNCIA DE SEGUROS PRIVADOS,202110,Funções Comissionadas do Poder Executivo,1,1,0
235876,MINISTÉRIO DA ECONOMIA,SUPERINTENDÊNCIA DE SEGUROS PRIVADOS,202110,Função Gratificada,4,3,1
244,MINISTÉRIO DA EDUCAÇÃO,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA,202110,Cargo de Direção,1,1,0
244,MINISTÉRIO DA EDUCAÇÃO,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA,202110,Cargo de Direção,13,13,0
244,MINISTÉRIO DA EDUCAÇÃO,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA,202110,Cargo de Direção,30,28,2
244,MINISTÉRIO DA EDUCAÇÃO,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA,202110,Função Comissionada de Coordenador de Curso,84,84,0
244,MINISTÉRIO DA EDUCAÇÃO,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA,202110,Função Gratificada Específica de Instituição de Ensino,55,53,2
244,MINISTÉRIO DA EDUCAÇÃO,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA,202110,Função Gratificada Específica de Instituição de Ensino,72,69,3
244,MINISTÉRIO DA EDUCAÇÃO,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA,202110,Função Gratificada Específica de Instituição de Ensino,33,30,3
244,MINISTÉRIO DA EDUCAÇÃO,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS,202110,Cargo de Direção,1,1,0
244,MINISTÉRIO DA EDUCAÇÃO,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS,202110,Cargo de Direção,13,13,0
244,MINISTÉRIO DA EDUCAÇÃO,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS,202110,Cargo de Direção,40,40,0
244,MINISTÉRIO DA EDUCAÇÃO,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS,202110,Função Comissionada de Coordenador de Curso,91,82,9
244,MINISTÉRIO DA EDUCAÇÃO,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS,202110,Função Gratificada Específica de Instituição de Ensino,59,59,0
244,MINISTÉRIO DA EDUCAÇÃO,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS,202110,Função Gratificada Específica de Instituição de Ensino,80,80,0
244,MINISTÉRIO DA EDUCAÇÃO,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS,202110,Função Gratificada Específica de Instituição de Ensino,31,30,1
244,MINISTÉRIO DA EDUCAÇÃO,COLÉGIO PEDRO II,202110,Cargo de Direção,1,1,0
244,MINISTÉRIO DA EDUCAÇÃO,COLÉGIO PEDRO II,202110,Cargo de Direção,19,19,0
244,MINISTÉRIO DA EDUCAÇÃO,COLÉGIO PEDRO II,202110,Cargo de Direção,11,11,0
244,MINISTÉRIO DA EDUCAÇÃO,COLÉGIO PEDRO II,202110,Cargo de Direção,38,38,0
244,MINISTÉRIO DA EDUCAÇÃO,COLÉGIO PEDRO II,202110,Função Comissionada de Coordenador de Curso,99,61,38
244,MINISTÉRIO DA EDUCAÇÃO,COLÉGIO PEDRO II,202110,Função Gratificada Específica de Instituição de Ensino,74,72,2
244,MINISTÉRIO DA EDUCAÇÃO,COLÉGIO PEDRO II,202110,Função Gratificada Específica de Instituição de Ensino,114,110,4
244,MINISTÉRIO DA EDUCAÇÃO,COLÉGIO PEDRO II,202110,Função Gratificada Específica de Instituição de Ensino,7,7,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO COORDENAÇÃO DE APERFEIÇOAMENTO DE PESSOAL DE NÍVEL SUPERIOR,202110,Direção e Assessoramento Superiores,23,22,1
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO COORDENAÇÃO DE APERFEIÇOAMENTO DE PESSOAL DE NÍVEL SUPERIOR,202110,Direção e Assessoramento Superiores,7,6,1
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO COORDENAÇÃO DE APERFEIÇOAMENTO DE PESSOAL DE NÍVEL SUPERIOR,202110,Direção e Assessoramento Superiores,1,1,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO COORDENAÇÃO DE APERFEIÇOAMENTO DE PESSOAL DE NÍVEL SUPERIOR,202110,Direção e Assessoramento Superiores,3,3,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO COORDENAÇÃO DE APERFEIÇOAMENTO DE PESSOAL DE NÍVEL SUPERIOR,202110,Direção e Assessoramento Superiores,11,10,1
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO COORDENAÇÃO DE APERFEIÇOAMENTO DE PESSOAL DE NÍVEL SUPERIOR,202110,Funções Comissionadas do Poder Executivo,2,2,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO COORDENAÇÃO DE APERFEIÇOAMENTO DE PESSOAL DE NÍVEL SUPERIOR,202110,Funções Comissionadas do Poder Executivo,17,17,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO COORDENAÇÃO DE APERFEIÇOAMENTO DE PESSOAL DE NÍVEL SUPERIOR,202110,Funções Comissionadas do Poder Executivo,40,39,1
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO JOAQUIM NABUCO,202110,Direção e Assessoramento Superiores,2,2,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO JOAQUIM NABUCO,202110,Direção e Assessoramento Superiores,13,13,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO JOAQUIM NABUCO,202110,Direção e Assessoramento Superiores,21,21,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO JOAQUIM NABUCO,202110,Direção e Assessoramento Superiores,10,9,1
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO JOAQUIM NABUCO,202110,Direção e Assessoramento Superiores,4,4,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO JOAQUIM NABUCO,202110,Direção e Assessoramento Superiores,1,1,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO JOAQUIM NABUCO,202110,Direção e Assessoramento Superiores,2,2,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO JOAQUIM NABUCO,202110,Funções Comissionadas do Poder Executivo,2,1,1
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO JOAQUIM NABUCO,202110,Função Gratificada,3,3,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO JOAQUIM NABUCO,202110,Função Gratificada,7,7,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO JOAQUIM NABUCO,202110,Função Gratificada,10,10,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA,202110,Cargo de Direção,1,1,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA,202110,Cargo de Direção,8,8,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA,202110,Cargo de Direção,15,15,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA,202110,Cargo de Direção,94,94,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA,202110,Função Comissionada de Coordenador de Curso,215,216,-1
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA,202110,Função Gratificada Específica de Instituição de Ensino,214,212,2
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA,202110,Função Gratificada Específica de Instituição de Ensino,186,185,1
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA,202110,Função Gratificada Específica de Instituição de Ensino,66,65,1
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE DO AMAZONAS,202110,Cargo de Direção,1,1,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE DO AMAZONAS,202110,Cargo de Direção,8,8,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE DO AMAZONAS,202110,Cargo de Direção,27,27,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE DO AMAZONAS,202110,Cargo de Direção,54,54,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE DO AMAZONAS,202110,Função Comissionada de Coordenador de Curso,152,144,8
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE DO AMAZONAS,202110,Função Gratificada Específica de Instituição de Ensino,175,174,1
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE DO AMAZONAS,202110,Função Gratificada Específica de Instituição de Ensino,17,17,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,202110,Cargo de Direção,1,1,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,202110,Cargo de Direção,8,8,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,202110,Cargo de Direção,15,15,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,202110,Cargo de Direção,32,32,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,202110,Função Comissionada de Coordenador de Curso,58,58,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,202110,Função Gratificada Específica de Instituição de Ensino,79,79,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,202110,Função Gratificada Específica de Instituição de Ensino,10,10,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE CIÊNCIAS DA SAÚDE DE PORTO ALEGRE,202110,Cargo de Direção,1,1,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE CIÊNCIAS DA SAÚDE DE PORTO ALEGRE,202110,Cargo de Direção,8,8,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE CIÊNCIAS DA SAÚDE DE PORTO ALEGRE,202110,Cargo de Direção,8,8,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE CIÊNCIAS DA SAÚDE DE PORTO ALEGRE,202110,Cargo de Direção,11,11,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE CIÊNCIAS DA SAÚDE DE PORTO ALEGRE,202110,Função Comissionada de Coordenador de Curso,24,24,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE CIÊNCIAS DA SAÚDE DE PORTO ALEGRE,202110,Função Gratificada Específica de Instituição de Ensino,68,68,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE CIÊNCIAS DA SAÚDE DE PORTO ALEGRE,202110,Função Gratificada Específica de Instituição de Ensino,30,28,2
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE CIÊNCIAS DA SAÚDE DE PORTO ALEGRE,202110,Função Gratificada Específica de Instituição de Ensino,9,9,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE CIÊNCIAS DA SAÚDE DE PORTO ALEGRE,202110,Função Gratificada Específica de Instituição de Ensino,1,1,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO,202110,Cargo de Direção,1,2,-1
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO,202110,Cargo de Direção,8,16,-8
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO,202110,Cargo de Direção,32,37,-5
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO,202110,Cargo de Direção,51,80,-29
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO,202110,Função Comissionada de Coordenador de Curso,158,158,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO,202110,Função Gratificada Específica de Instituição de Ensino,127,147,-20
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO,202110,Função Gratificada Específica de Instituição de Ensino,82,76,6
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO,202110,Função Gratificada Específica de Instituição de Ensino,8,8,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,202110,Cargo de Direção,1,1,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,202110,Cargo de Direção,8,8,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,202110,Cargo de Direção,24,24,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,202110,Cargo de Direção,38,38,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,202110,Função Comissionada de Coordenador de Curso,148,144,4
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,202110,Função Gratificada Específica de Instituição de Ensino,138,138,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,202110,Função Gratificada Específica de Instituição de Ensino,12,12,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE OURO PRETO,202110,Cargo de Direção,1,1,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE OURO PRETO,202110,Cargo de Direção,8,8,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE OURO PRETO,202110,Cargo de Direção,10,10,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE OURO PRETO,202110,Cargo de Direção,21,21,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE OURO PRETO,202110,Função Comissionada de Coordenador de Curso,79,78,1
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE OURO PRETO,202110,Função Gratificada Específica de Instituição de Ensino,55,55,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE OURO PRETO,202110,Função Gratificada Específica de Instituição de Ensino,28,27,1
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE OURO PRETO,202110,Função Gratificada Específica de Instituição de Ensino,18,18,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE PELOTAS,202110,Cargo de Direção,1,1,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE PELOTAS,202110,Cargo de Direção,8,8,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE PELOTAS,202110,Cargo de Direção,31,31,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE PELOTAS,202110,Cargo de Direção,34,35,-1
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE PELOTAS,202110,Função Comissionada de Coordenador de Curso,142,130,12
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE PELOTAS,202110,Função Gratificada Específica de Instituição de Ensino,81,81,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE PELOTAS,202110,Função Gratificada Específica de Instituição de Ensino,105,102,3
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE PELOTAS,202110,Função Gratificada Específica de Instituição de Ensino,9,9,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE PELOTAS,202110,Função Gratificada Específica de Instituição de Ensino,19,19,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE PELOTAS,202110,Função Gratificada Específica de Instituição de Ensino,1,1,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE PELOTAS,202110,Função Gratificada Específica de Instituição de Ensino,32,32,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE PELOTAS,202110,Função Gratificada Específica de Instituição de Ensino,1,1,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE PELOTAS,202110,Função Gratificada Específica de Instituição de Ensino,4,4,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA,202110,Cargo de Direção,1,1,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA,202110,Cargo de Direção,8,8,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA,202110,Cargo de Direção,8,8,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA,202110,Cargo de Direção,25,25,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA,202110,Função Comissionada de Coordenador de Curso,68,67,1
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA,202110,Função Gratificada Específica de Instituição de Ensino,63,64,-1
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA,202110,Função Gratificada Específica de Instituição de Ensino,20,18,2
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA,202110,Função Gratificada Específica de Instituição de Ensino,3,1,2
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE RORAIMA,202110,Cargo de Direção,1,1,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE RORAIMA,202110,Cargo de Direção,8,8,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE RORAIMA,202110,Cargo de Direção,10,9,1
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE RORAIMA,202110,Cargo de Direção,19,19,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE RORAIMA,202110,Função Comissionada de Coordenador de Curso,43,43,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE RORAIMA,202110,Função Gratificada Específica de Instituição de Ensino,34,33,1
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE RORAIMA,202110,Função Gratificada Específica de Instituição de Ensino,22,22,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE RORAIMA,202110,Função Gratificada Específica de Instituição de Ensino,7,7,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO CARLOS,202110,Cargo de Direção,1,1,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO CARLOS,202110,Cargo de Direção,8,8,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO CARLOS,202110,Cargo de Direção,18,18,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO CARLOS,202110,Cargo de Direção,26,26,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO CARLOS,202110,Função Comissionada de Coordenador de Curso,127,121,6
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO CARLOS,202110,Função Gratificada Específica de Instituição de Ensino,49,49,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO CARLOS,202110,Função Gratificada Específica de Instituição de Ensino,129,127,2
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO CARLOS,202110,Função Gratificada Específica de Instituição de Ensino,51,50,1
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,202110,Cargo de Direção,1,1,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,202110,Cargo de Direção,8,8,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,202110,Cargo de Direção,7,8,-1
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,202110,Cargo de Direção,25,25,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,202110,Função Comissionada de Coordenador de Curso,69,68,1
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,202110,Função Gratificada Específica de Instituição de Ensino,60,60,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,202110,Função Gratificada Específica de Instituição de Ensino,19,19,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,202110,Cargo de Direção,1,1,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,202110,Cargo de Direção,8,8,0
244,MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,202110,Cargo de Direção,20,21,-1
