orgao_superior_codigo_siorg,orgao_superior_nome,orgao_superior_sigla,orgao_codigo_siorg,orgao_nome,orgao_sigla,orgao_como_no_raiox_nome,orgao_como_no_raiox_sigla,ano_mes_referencia,sigla_codigo_cargo_comissao,cargos_distribuidos,cargos_ocupados,cargos_vagos
244,MINISTÉRIO DA EDUCAÇÃO,MEC,1734,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,FUNREI,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,FUNREI,202110,CD 0003,7,8,-1
244,MINISTÉRIO DA EDUCAÇÃO,MEC,1734,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,FUNREI,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,FUNREI,202110,CD 0004,25,25,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,1734,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,FUNREI,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,FUNREI,202110,FCC0001,69,68,1
244,MINISTÉRIO DA EDUCAÇÃO,MEC,1734,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,FUNREI,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,FUNREI,202110,FG 0001,60,60,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,1734,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,FUNREI,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,FUNREI,202110,FG 0002,19,19,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,469,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,UFS,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,UFS,202110,CD 0001,1,1,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,469,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,UFS,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,UFS,202110,CD 0002,8,8,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,469,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,UFS,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,UFS,202110,CD 0003,20,21,-1
244,MINISTÉRIO DA EDUCAÇÃO,MEC,469,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,UFS,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,UFS,202110,CD 0004,56,56,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,469,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,UFS,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,UFS,202110,FCC0001,145,145,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,469,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,UFS,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,UFS,202110,FG 0001,89,86,3
244,MINISTÉRIO DA EDUCAÇÃO,MEC,469,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,UFS,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,UFS,202110,FG 0002,19,19,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,469,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,UFS,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,UFS,202110,FG 0003,19,19,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,469,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,UFS,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,UFS,202110,FG 0004,54,52,2
244,MINISTÉRIO DA EDUCAÇÃO,MEC,469,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,UFS,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,UFS,202110,FG 0005,5,5,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,469,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,UFS,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,UFS,202110,FG 0007,17,15,2
244,MINISTÉRIO DA EDUCAÇÃO,MEC,474,FUNDAÇÃO UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,FUNDAÇÃO UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,202110,CD 0001,1,1,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,474,FUNDAÇÃO UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,FUNDAÇÃO UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,202110,CD 0002,8,8,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,474,FUNDAÇÃO UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,FUNDAÇÃO UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,202110,CD 0003,19,19,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,474,FUNDAÇÃO UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,FUNDAÇÃO UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,202110,CD 0004,33,33,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,474,FUNDAÇÃO UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,FUNDAÇÃO UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,202110,FCC0001,115,117,-2
244,MINISTÉRIO DA EDUCAÇÃO,MEC,474,FUNDAÇÃO UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,FUNDAÇÃO UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,202110,FG 0001,83,83,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,474,FUNDAÇÃO UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,FUNDAÇÃO UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,202110,FG 0002,61,62,-1
244,MINISTÉRIO DA EDUCAÇÃO,MEC,474,FUNDAÇÃO UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,FUNDAÇÃO UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,202110,FG 0003,25,25,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,84703,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC,UFABC,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC,UFABC,202110,CD 0001,1,1,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,84703,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC,UFABC,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC,UFABC,202110,CD 0002,8,8,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,84703,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC,UFABC,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC,UFABC,202110,CD 0003,13,13,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,84703,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC,UFABC,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC,UFABC,202110,CD 0004,18,18,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,84703,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC,UFABC,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC,UFABC,202110,FCC0001,59,59,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,84703,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC,UFABC,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC,UFABC,202110,FG 0001,60,60,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,84703,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC,UFABC,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC,UFABC,202110,FG 0002,26,26,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,84703,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC,UFABC,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC,UFABC,202110,FG 0003,15,15,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,466,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ACRE,UFAC,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ACRE,UFAC,202110,CD 0001,1,1,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,466,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ACRE,UFAC,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ACRE,UFAC,202110,CD 0002,8,8,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,466,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ACRE,UFAC,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ACRE,UFAC,202110,CD 0003,4,4,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,466,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ACRE,UFAC,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ACRE,UFAC,202110,CD 0004,38,38,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,466,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ACRE,UFAC,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ACRE,UFAC,202110,FCC0001,63,58,5
244,MINISTÉRIO DA EDUCAÇÃO,MEC,466,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ACRE,UFAC,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ACRE,UFAC,202110,FG 0001,50,50,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,466,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ACRE,UFAC,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ACRE,UFAC,202110,FG 0002,24,24,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,466,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ACRE,UFAC,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ACRE,UFAC,202110,FG 0003,12,12,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,1710,FUNDAÇÃO UNIVERSIDADE FEDERAL DO AMAPÁ,UNIFAP,FUNDAÇÃO UNIVERSIDADE FEDERAL DO AMAPÁ,UNIFAP,202110,CD 0001,1,1,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,1710,FUNDAÇÃO UNIVERSIDADE FEDERAL DO AMAPÁ,UNIFAP,FUNDAÇÃO UNIVERSIDADE FEDERAL DO AMAPÁ,UNIFAP,202110,CD 0002,8,8,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,1710,FUNDAÇÃO UNIVERSIDADE FEDERAL DO AMAPÁ,UNIFAP,FUNDAÇÃO UNIVERSIDADE FEDERAL DO AMAPÁ,UNIFAP,202110,CD 0003,10,10,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,1710,FUNDAÇÃO UNIVERSIDADE FEDERAL DO AMAPÁ,UNIFAP,FUNDAÇÃO UNIVERSIDADE FEDERAL DO AMAPÁ,UNIFAP,202110,CD 0004,19,18,1
244,MINISTÉRIO DA EDUCAÇÃO,MEC,1710,FUNDAÇÃO UNIVERSIDADE FEDERAL DO AMAPÁ,UNIFAP,FUNDAÇÃO UNIVERSIDADE FEDERAL DO AMAPÁ,UNIFAP,202110,FCC0001,54,52,2
244,MINISTÉRIO DA EDUCAÇÃO,MEC,1710,FUNDAÇÃO UNIVERSIDADE FEDERAL DO AMAPÁ,UNIFAP,FUNDAÇÃO UNIVERSIDADE FEDERAL DO AMAPÁ,UNIFAP,202110,FG 0001,37,36,1
244,MINISTÉRIO DA EDUCAÇÃO,MEC,1710,FUNDAÇÃO UNIVERSIDADE FEDERAL DO AMAPÁ,UNIFAP,FUNDAÇÃO UNIVERSIDADE FEDERAL DO AMAPÁ,UNIFAP,202110,FG 0002,48,49,-1
244,MINISTÉRIO DA EDUCAÇÃO,MEC,1710,FUNDAÇÃO UNIVERSIDADE FEDERAL DO AMAPÁ,UNIFAP,FUNDAÇÃO UNIVERSIDADE FEDERAL DO AMAPÁ,UNIFAP,202110,FG 0003,14,13,1
244,MINISTÉRIO DA EDUCAÇÃO,MEC,467,FUNDAÇÃO UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,FUNDAÇÃO UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,202110,CD 0001,1,1,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,467,FUNDAÇÃO UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,FUNDAÇÃO UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,202110,CD 0002,8,8,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,467,FUNDAÇÃO UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,FUNDAÇÃO UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,202110,CD 0003,19,19,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,467,FUNDAÇÃO UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,FUNDAÇÃO UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,202110,CD 0004,52,51,1
244,MINISTÉRIO DA EDUCAÇÃO,MEC,467,FUNDAÇÃO UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,FUNDAÇÃO UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,202110,FCC0001,87,87,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,467,FUNDAÇÃO UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,FUNDAÇÃO UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,202110,FG 0001,116,115,1
244,MINISTÉRIO DA EDUCAÇÃO,MEC,467,FUNDAÇÃO UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,FUNDAÇÃO UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,202110,FG 0002,66,65,1
244,MINISTÉRIO DA EDUCAÇÃO,MEC,467,FUNDAÇÃO UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,FUNDAÇÃO UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,202110,FG 0003,3,3,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,94739,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA,UNIPAMPA,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA,UNIPAMPA,202110,CD 0001,1,1,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,94739,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA,UNIPAMPA,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA,UNIPAMPA,202110,CD 0002,8,8,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,94739,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA,UNIPAMPA,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA,UNIPAMPA,202110,CD 0003,20,20,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,94739,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA,UNIPAMPA,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA,UNIPAMPA,202110,CD 0004,32,32,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,94739,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA,UNIPAMPA,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA,UNIPAMPA,202110,FCC0001,78,76,2
244,MINISTÉRIO DA EDUCAÇÃO,MEC,94739,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA,UNIPAMPA,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA,UNIPAMPA,202110,FG 0001,70,71,-1
244,MINISTÉRIO DA EDUCAÇÃO,MEC,94739,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA,UNIPAMPA,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA,UNIPAMPA,202110,FG 0002,22,22,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,94739,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA,UNIPAMPA,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA,UNIPAMPA,202110,FG 0003,15,16,-1
244,MINISTÉRIO DA EDUCAÇÃO,MEC,94739,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA,UNIPAMPA,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA,UNIPAMPA,202110,FG 0004,19,17,2
244,MINISTÉRIO DA EDUCAÇÃO,MEC,94739,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA,UNIPAMPA,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA,UNIPAMPA,202110,FG 0005,25,24,1
244,MINISTÉRIO DA EDUCAÇÃO,MEC,468,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,202110,CD 0001,1,2,-1
244,MINISTÉRIO DA EDUCAÇÃO,MEC,468,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,202110,CD 0002,8,16,-8
244,MINISTÉRIO DA EDUCAÇÃO,MEC,468,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,202110,CD 0003,25,31,-6
244,MINISTÉRIO DA EDUCAÇÃO,MEC,468,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,202110,CD 0004,51,56,-5
244,MINISTÉRIO DA EDUCAÇÃO,MEC,468,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,202110,FCC0001,148,137,11
244,MINISTÉRIO DA EDUCAÇÃO,MEC,468,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,202110,FG 0001,86,82,4
244,MINISTÉRIO DA EDUCAÇÃO,MEC,468,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,202110,FG 0002,51,48,3
244,MINISTÉRIO DA EDUCAÇÃO,MEC,468,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,202110,FG 0003,5,5,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,476,FUNDAÇÃO UNIVERSIDADE FEDERAL DO RIO GRANDE,FURG,FUNDAÇÃO UNIVERSIDADE FEDERAL DO RIO GRANDE,FURG,202110,CD 0001,1,1,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,476,FUNDAÇÃO UNIVERSIDADE FEDERAL DO RIO GRANDE,FURG,FUNDAÇÃO UNIVERSIDADE FEDERAL DO RIO GRANDE,FURG,202110,CD 0002,8,8,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,476,FUNDAÇÃO UNIVERSIDADE FEDERAL DO RIO GRANDE,FURG,FUNDAÇÃO UNIVERSIDADE FEDERAL DO RIO GRANDE,FURG,202110,CD 0003,11,11,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,476,FUNDAÇÃO UNIVERSIDADE FEDERAL DO RIO GRANDE,FURG,FUNDAÇÃO UNIVERSIDADE FEDERAL DO RIO GRANDE,FURG,202110,CD 0004,41,41,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,476,FUNDAÇÃO UNIVERSIDADE FEDERAL DO RIO GRANDE,FURG,FUNDAÇÃO UNIVERSIDADE FEDERAL DO RIO GRANDE,FURG,202110,FCC0001,84,85,-1
244,MINISTÉRIO DA EDUCAÇÃO,MEC,476,FUNDAÇÃO UNIVERSIDADE FEDERAL DO RIO GRANDE,FURG,FUNDAÇÃO UNIVERSIDADE FEDERAL DO RIO GRANDE,FURG,202110,FG 0001,85,86,-1
244,MINISTÉRIO DA EDUCAÇÃO,MEC,476,FUNDAÇÃO UNIVERSIDADE FEDERAL DO RIO GRANDE,FURG,FUNDAÇÃO UNIVERSIDADE FEDERAL DO RIO GRANDE,FURG,202110,FG 0002,4,4,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,476,FUNDAÇÃO UNIVERSIDADE FEDERAL DO RIO GRANDE,FURG,FUNDAÇÃO UNIVERSIDADE FEDERAL DO RIO GRANDE,FURG,202110,FG 0003,8,7,1
244,MINISTÉRIO DA EDUCAÇÃO,MEC,476,FUNDAÇÃO UNIVERSIDADE FEDERAL DO RIO GRANDE,FURG,FUNDAÇÃO UNIVERSIDADE FEDERAL DO RIO GRANDE,FURG,202110,FG 0004,25,24,1
244,MINISTÉRIO DA EDUCAÇÃO,MEC,476,FUNDAÇÃO UNIVERSIDADE FEDERAL DO RIO GRANDE,FURG,FUNDAÇÃO UNIVERSIDADE FEDERAL DO RIO GRANDE,FURG,202110,FG 0005,5,4,1
244,MINISTÉRIO DA EDUCAÇÃO,MEC,476,FUNDAÇÃO UNIVERSIDADE FEDERAL DO RIO GRANDE,FURG,FUNDAÇÃO UNIVERSIDADE FEDERAL DO RIO GRANDE,FURG,202110,FG 0006,15,13,2
244,MINISTÉRIO DA EDUCAÇÃO,MEC,476,FUNDAÇÃO UNIVERSIDADE FEDERAL DO RIO GRANDE,FURG,FUNDAÇÃO UNIVERSIDADE FEDERAL DO RIO GRANDE,FURG,202110,FG 0007,2,2,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,52702,FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,UFT,FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,UFT,202110,CD 0001,1,2,-1
244,MINISTÉRIO DA EDUCAÇÃO,MEC,52702,FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,UFT,FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,UFT,202110,CD 0002,8,8,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,52702,FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,UFT,FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,UFT,202110,CD 0003,10,10,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,52702,FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,UFT,FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,UFT,202110,CD 0004,20,19,1
244,MINISTÉRIO DA EDUCAÇÃO,MEC,52702,FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,UFT,FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,UFT,202110,FCC0001,79,77,2
244,MINISTÉRIO DA EDUCAÇÃO,MEC,52702,FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,UFT,FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,UFT,202110,FG 0001,62,62,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,52702,FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,UFT,FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,UFT,202110,FG 0002,28,28,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,52702,FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,UFT,FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,UFT,202110,FG 0003,10,10,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,69624,FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO,UNIVASF,FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO,UNIVASF,202110,CD 0001,1,1,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,69624,FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO,UNIVASF,FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO,UNIVASF,202110,CD 0002,8,9,-1
244,MINISTÉRIO DA EDUCAÇÃO,MEC,69624,FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO,UNIVASF,FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO,UNIVASF,202110,CD 0003,15,15,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,69624,FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO,UNIVASF,FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO,UNIVASF,202110,CD 0004,22,22,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,69624,FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO,UNIVASF,FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO,UNIVASF,202110,FCC0001,43,41,2
244,MINISTÉRIO DA EDUCAÇÃO,MEC,69624,FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO,UNIVASF,FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO,UNIVASF,202110,FG 0001,61,59,2
244,MINISTÉRIO DA EDUCAÇÃO,MEC,69624,FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO,UNIVASF,FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO,UNIVASF,202110,FG 0002,17,17,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,69624,FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO,UNIVASF,FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO,UNIVASF,202110,FG 0003,10,10,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,253,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,FNDE,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,FNDE,202110,DAS1011,4,4,0
244,MINISTÉRIO DA EDUCAÇÃO,MEC,253,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,FNDE,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,FNDE,202110,DAS1012,19,18,1
244,MINISTÉRIO DA EDUCAÇÃO,MEC,253,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,FNDE,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,FNDE,202110,DAS1013,26,24,2
244,MINISTÉRIO DA EDUCAÇÃO,MEC,253,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,FNDE,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,FNDE,202110,DAS1014,25,23,2
244,MINISTÉRIO DA EDUCAÇÃO,MEC,253,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,FNDE,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,FNDE,202110,DAS1015,7,7,0
