cod_siorg,orgao_superior,orgao_administrativo,ano_mes_referencia,cargo_comissao,cargos_distribuidos,cargos_ocupados,cargos_vagos,porcentagem_cargos_ocupados,porcentagem_cargos_vagos
235876,MINISTÉRIO DA ECONOMIA,COMISSÃO DE VALORES MOBILIÁRIOS,202110,Funções Comissionadas do Poder Executivo,1,1,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,COMISSÃO DE VALORES MOBILIÁRIOS,202110,Função Gratificada,20,19,1,95.0,5.0
235876,MINISTÉRIO DA ECONOMIA,COMISSÃO DE VALORES MOBILIÁRIOS,202110,Função Gratificada,22,21,1,95.45454545454545,4.545454545454546
235876,MINISTÉRIO DA ECONOMIA,COMISSÃO DE VALORES MOBILIÁRIOS,202110,Função Gratificada,26,25,1,96.15384615384616,3.8461538461538463
235876,MINISTÉRIO DA ECONOMIA,FUNDAÇÃO ESCOLA NACIONAL DE ADMINISTRAÇÃO PÚBLICA,202110,Direção e Assessoramento Superiores,2,2,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,FUNDAÇÃO ESCOLA NACIONAL DE ADMINISTRAÇÃO PÚBLICA,202110,Direção e Assessoramento Superiores,5,5,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,FUNDAÇÃO ESCOLA NACIONAL DE ADMINISTRAÇÃO PÚBLICA,202110,Direção e Assessoramento Superiores,6,6,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,FUNDAÇÃO ESCOLA NACIONAL DE ADMINISTRAÇÃO PÚBLICA,202110,Direção e Assessoramento Superiores,1,1,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,FUNDAÇÃO ESCOLA NACIONAL DE ADMINISTRAÇÃO PÚBLICA,202110,Direção e Assessoramento Superiores,3,3,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,FUNDAÇÃO ESCOLA NACIONAL DE ADMINISTRAÇÃO PÚBLICA,202110,Direção e Assessoramento Superiores,3,3,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,FUNDAÇÃO ESCOLA NACIONAL DE ADMINISTRAÇÃO PÚBLICA,202110,Funções Comissionadas do Poder Executivo,5,5,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,FUNDAÇÃO ESCOLA NACIONAL DE ADMINISTRAÇÃO PÚBLICA,202110,Funções Comissionadas do Poder Executivo,8,8,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,FUNDAÇÃO ESCOLA NACIONAL DE ADMINISTRAÇÃO PÚBLICA,202110,Funções Comissionadas do Poder Executivo,19,18,1,94.73684210526316,5.2631578947368425
235876,MINISTÉRIO DA ECONOMIA,FUNDAÇÃO ESCOLA NACIONAL DE ADMINISTRAÇÃO PÚBLICA,202110,Funções Comissionadas do Poder Executivo,12,11,1,91.66666666666667,8.333333333333334
235876,MINISTÉRIO DA ECONOMIA,FUNDAÇÃO ESCOLA NACIONAL DE ADMINISTRAÇÃO PÚBLICA,202110,Funções Comissionadas do Poder Executivo,18,18,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,FUNDAÇÃO ESCOLA NACIONAL DE ADMINISTRAÇÃO PÚBLICA,202110,Funções Comissionadas do Poder Executivo,1,1,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,FUNDAÇÃO ESCOLA NACIONAL DE ADMINISTRAÇÃO PÚBLICA,202110,Funções Comissionadas Técnicas,4,4,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,FUNDAÇÃO ESCOLA NACIONAL DE ADMINISTRAÇÃO PÚBLICA,202110,Funções Comissionadas Técnicas,6,6,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,FUNDAÇÃO ESCOLA NACIONAL DE ADMINISTRAÇÃO PÚBLICA,202110,Funções Comissionadas Técnicas,1,1,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,FUNDAÇÃO ESCOLA NACIONAL DE ADMINISTRAÇÃO PÚBLICA,202110,Funções Comissionadas Técnicas,3,3,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,FUNDAÇÃO ESCOLA NACIONAL DE ADMINISTRAÇÃO PÚBLICA,202110,Função Gratificada,13,11,2,84.61538461538461,15.384615384615385
235876,MINISTÉRIO DA ECONOMIA,FUNDAÇÃO ESCOLA NACIONAL DE ADMINISTRAÇÃO PÚBLICA,202110,Função Gratificada,8,7,1,87.5,12.5
235876,MINISTÉRIO DA ECONOMIA,FUNDAÇÃO ESCOLA NACIONAL DE ADMINISTRAÇÃO PÚBLICA,202110,Função Gratificada,10,9,1,90.0,10.0
235876,MINISTÉRIO DA ECONOMIA,FUNDAÇÃO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATÍSTICA,202110,Direção e Assessoramento Superiores,6,6,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,FUNDAÇÃO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATÍSTICA,202110,Direção e Assessoramento Superiores,1,1,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,FUNDAÇÃO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATÍSTICA,202110,Direção e Assessoramento Superiores,6,5,1,83.33333333333333,16.666666666666668
235876,MINISTÉRIO DA ECONOMIA,FUNDAÇÃO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATÍSTICA,202110,Direção e Assessoramento Superiores,8,7,1,87.5,12.5
235876,MINISTÉRIO DA ECONOMIA,FUNDAÇÃO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATÍSTICA,202110,Direção e Assessoramento Superiores,5,5,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,FUNDAÇÃO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATÍSTICA,202110,Direção e Assessoramento Superiores,1,1,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,FUNDAÇÃO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATÍSTICA,202110,Direção e Assessoramento Superiores,5,5,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,FUNDAÇÃO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATÍSTICA,202110,Direção e Assessoramento Superiores,6,6,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,FUNDAÇÃO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATÍSTICA,202110,Direção e Assessoramento Superiores,5,5,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,FUNDAÇÃO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATÍSTICA,202110,Funções Comissionadas do Poder Executivo,215,209,6,97.20930232558139,2.7906976744186047
235876,MINISTÉRIO DA ECONOMIA,FUNDAÇÃO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATÍSTICA,202110,Funções Comissionadas do Poder Executivo,77,74,3,96.1038961038961,3.896103896103896
235876,MINISTÉRIO DA ECONOMIA,FUNDAÇÃO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATÍSTICA,202110,Funções Comissionadas do Poder Executivo,31,29,2,93.54838709677419,6.451612903225806
235876,MINISTÉRIO DA ECONOMIA,FUNDAÇÃO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATÍSTICA,202110,Funções Comissionadas do Poder Executivo,1,1,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,FUNDAÇÃO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATÍSTICA,202110,Função Gratificada,228,216,12,94.73684210526316,5.2631578947368425
235876,MINISTÉRIO DA ECONOMIA,FUNDAÇÃO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATÍSTICA,202110,Função Gratificada,508,412,96,81.10236220472441,18.89763779527559
235876,MINISTÉRIO DA ECONOMIA,FUNDAÇÃO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATÍSTICA,202110,Função Gratificada,694,497,197,71.61383285302594,28.386167146974064
235876,MINISTÉRIO DA ECONOMIA,FUNDAÇÃO INSTITUTO DE PESQUISA ECONÔMICA APLICADA,202110,Direção e Assessoramento Superiores,6,6,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,FUNDAÇÃO INSTITUTO DE PESQUISA ECONÔMICA APLICADA,202110,Direção e Assessoramento Superiores,9,8,1,88.88888888888889,11.11111111111111
235876,MINISTÉRIO DA ECONOMIA,FUNDAÇÃO INSTITUTO DE PESQUISA ECONÔMICA APLICADA,202110,Direção e Assessoramento Superiores,9,9,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,FUNDAÇÃO INSTITUTO DE PESQUISA ECONÔMICA APLICADA,202110,Direção e Assessoramento Superiores,7,5,2,71.42857142857143,28.571428571428573
235876,MINISTÉRIO DA ECONOMIA,FUNDAÇÃO INSTITUTO DE PESQUISA ECONÔMICA APLICADA,202110,Direção e Assessoramento Superiores,7,7,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,FUNDAÇÃO INSTITUTO DE PESQUISA ECONÔMICA APLICADA,202110,Direção e Assessoramento Superiores,1,1,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,FUNDAÇÃO INSTITUTO DE PESQUISA ECONÔMICA APLICADA,202110,Direção e Assessoramento Superiores,1,1,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,FUNDAÇÃO INSTITUTO DE PESQUISA ECONÔMICA APLICADA,202110,Funções Comissionadas do Poder Executivo,6,6,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,FUNDAÇÃO INSTITUTO DE PESQUISA ECONÔMICA APLICADA,202110,Funções Comissionadas do Poder Executivo,15,14,1,93.33333333333333,6.666666666666667
235876,MINISTÉRIO DA ECONOMIA,FUNDAÇÃO INSTITUTO DE PESQUISA ECONÔMICA APLICADA,202110,Funções Comissionadas do Poder Executivo,18,17,1,94.44444444444444,5.555555555555555
235876,MINISTÉRIO DA ECONOMIA,FUNDAÇÃO INSTITUTO DE PESQUISA ECONÔMICA APLICADA,202110,Funções Comissionadas do Poder Executivo,9,9,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,FUNDAÇÃO INSTITUTO DE PESQUISA ECONÔMICA APLICADA,202110,Função Gratificada,20,15,5,75.0,25.0
235876,MINISTÉRIO DA ECONOMIA,INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL,202110,Direção e Assessoramento Superiores,8,7,1,87.5,12.5
235876,MINISTÉRIO DA ECONOMIA,INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL,202110,Direção e Assessoramento Superiores,5,4,1,80.0,20.0
235876,MINISTÉRIO DA ECONOMIA,INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL,202110,Direção e Assessoramento Superiores,1,1,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL,202110,Direção e Assessoramento Superiores,9,5,4,55.55555555555556,44.44444444444444
235876,MINISTÉRIO DA ECONOMIA,INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL,202110,Direção e Assessoramento Superiores,2,2,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL,202110,Funções Comissionadas do Poder Executivo,28,27,1,96.42857142857143,3.5714285714285716
235876,MINISTÉRIO DA ECONOMIA,INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL,202110,Funções Comissionadas do Poder Executivo,83,83,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL,202110,Funções Comissionadas do Poder Executivo,23,18,5,78.26086956521739,21.73913043478261
235876,MINISTÉRIO DA ECONOMIA,INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL,202110,Funções Comissionadas do Poder Executivo,18,17,1,94.44444444444444,5.555555555555555
235876,MINISTÉRIO DA ECONOMIA,INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL,202110,Função Gratificada,28,24,4,85.71428571428571,14.285714285714286
235876,MINISTÉRIO DA ECONOMIA,"INSTITUTO NACIONAL DE METROLOGIA, QUALIDADE E TECNOLOGIA",202110,Direção e Assessoramento Superiores,1,1,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,"INSTITUTO NACIONAL DE METROLOGIA, QUALIDADE E TECNOLOGIA",202110,Direção e Assessoramento Superiores,8,8,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,"INSTITUTO NACIONAL DE METROLOGIA, QUALIDADE E TECNOLOGIA",202110,Direção e Assessoramento Superiores,6,6,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,"INSTITUTO NACIONAL DE METROLOGIA, QUALIDADE E TECNOLOGIA",202110,Direção e Assessoramento Superiores,1,1,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,"INSTITUTO NACIONAL DE METROLOGIA, QUALIDADE E TECNOLOGIA",202110,Direção e Assessoramento Superiores,2,2,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,"INSTITUTO NACIONAL DE METROLOGIA, QUALIDADE E TECNOLOGIA",202110,Funções Comissionadas do Poder Executivo,9,9,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,"INSTITUTO NACIONAL DE METROLOGIA, QUALIDADE E TECNOLOGIA",202110,Funções Comissionadas do Poder Executivo,37,37,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,"INSTITUTO NACIONAL DE METROLOGIA, QUALIDADE E TECNOLOGIA",202110,Funções Comissionadas do Poder Executivo,1,1,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,"INSTITUTO NACIONAL DE METROLOGIA, QUALIDADE E TECNOLOGIA",202110,Funções Comissionadas do Poder Executivo,8,8,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,"INSTITUTO NACIONAL DE METROLOGIA, QUALIDADE E TECNOLOGIA",202110,Funções Comissionadas do Poder Executivo,1,1,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,"INSTITUTO NACIONAL DE METROLOGIA, QUALIDADE E TECNOLOGIA",202110,Funções Comissionadas do Poder Executivo,9,9,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,"INSTITUTO NACIONAL DE METROLOGIA, QUALIDADE E TECNOLOGIA",202110,Função Gratificada,25,25,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,"INSTITUTO NACIONAL DE METROLOGIA, QUALIDADE E TECNOLOGIA",202110,Função Gratificada,10,9,1,90.0,10.0
235876,MINISTÉRIO DA ECONOMIA,"INSTITUTO NACIONAL DE METROLOGIA, QUALIDADE E TECNOLOGIA",202110,Função Gratificada,20,14,6,70.0,30.0
235876,MINISTÉRIO DA ECONOMIA,MINISTÉRIO DA ECONOMIA,202110,Direção e Assessoramento Superiores,372,363,9,97.58064516129032,2.4193548387096775
235876,MINISTÉRIO DA ECONOMIA,MINISTÉRIO DA ECONOMIA,202110,Direção e Assessoramento Superiores,169,167,2,98.81656804733728,1.183431952662722
235876,MINISTÉRIO DA ECONOMIA,MINISTÉRIO DA ECONOMIA,202110,Direção e Assessoramento Superiores,290,268,22,92.41379310344827,7.586206896551724
235876,MINISTÉRIO DA ECONOMIA,MINISTÉRIO DA ECONOMIA,202110,Direção e Assessoramento Superiores,258,248,10,96.12403100775194,3.875968992248062
235876,MINISTÉRIO DA ECONOMIA,MINISTÉRIO DA ECONOMIA,202110,Direção e Assessoramento Superiores,115,111,4,96.52173913043478,3.4782608695652173
235876,MINISTÉRIO DA ECONOMIA,MINISTÉRIO DA ECONOMIA,202110,Direção e Assessoramento Superiores,37,35,2,94.5945945945946,5.405405405405405
235876,MINISTÉRIO DA ECONOMIA,MINISTÉRIO DA ECONOMIA,202110,Direção e Assessoramento Superiores,93,89,4,95.6989247311828,4.301075268817204
235876,MINISTÉRIO DA ECONOMIA,MINISTÉRIO DA ECONOMIA,202110,Direção e Assessoramento Superiores,105,96,9,91.42857142857143,8.571428571428571
235876,MINISTÉRIO DA ECONOMIA,MINISTÉRIO DA ECONOMIA,202110,Direção e Assessoramento Superiores,96,96,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,MINISTÉRIO DA ECONOMIA,202110,Direção e Assessoramento Superiores,60,59,1,98.33333333333333,1.6666666666666667
235876,MINISTÉRIO DA ECONOMIA,MINISTÉRIO DA ECONOMIA,202110,Direção e Assessoramento Superiores,15,18,-3,120.0,-20.0
235876,MINISTÉRIO DA ECONOMIA,MINISTÉRIO DA ECONOMIA,202110,Direção e Assessoramento Superiores,5,3,2,60.0,40.0
235876,MINISTÉRIO DA ECONOMIA,MINISTÉRIO DA ECONOMIA,202110,Direção e Assessoramento Superiores,4,4,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,MINISTÉRIO DA ECONOMIA,202110,Direção e Assessoramento Superiores,7,7,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,MINISTÉRIO DA ECONOMIA,202110,Direção e Assessoramento Superiores,13,12,1,92.3076923076923,7.6923076923076925
235876,MINISTÉRIO DA ECONOMIA,MINISTÉRIO DA ECONOMIA,202110,Direção e Assessoramento Superiores,35,33,2,94.28571428571429,5.714285714285714
235876,MINISTÉRIO DA ECONOMIA,MINISTÉRIO DA ECONOMIA,202110,Funções Comissionadas do Poder Executivo,867,804,63,92.73356401384083,7.26643598615917
235876,MINISTÉRIO DA ECONOMIA,MINISTÉRIO DA ECONOMIA,202110,Funções Comissionadas do Poder Executivo,729,709,20,97.25651577503429,2.7434842249657065
235876,MINISTÉRIO DA ECONOMIA,MINISTÉRIO DA ECONOMIA,202110,Funções Comissionadas do Poder Executivo,303,292,11,96.36963696369637,3.6303630363036303
235876,MINISTÉRIO DA ECONOMIA,MINISTÉRIO DA ECONOMIA,202110,Funções Comissionadas do Poder Executivo,175,168,7,96.0,4.0
235876,MINISTÉRIO DA ECONOMIA,MINISTÉRIO DA ECONOMIA,202110,Funções Comissionadas do Poder Executivo,9,9,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,MINISTÉRIO DA ECONOMIA,202110,Funções Comissionadas do Poder Executivo,2,2,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,MINISTÉRIO DA ECONOMIA,202110,Funções Comissionadas do Poder Executivo,23,20,3,86.95652173913044,13.043478260869565
235876,MINISTÉRIO DA ECONOMIA,MINISTÉRIO DA ECONOMIA,202110,Funções Comissionadas do Poder Executivo,110,102,8,92.72727272727273,7.2727272727272725
235876,MINISTÉRIO DA ECONOMIA,MINISTÉRIO DA ECONOMIA,202110,Funções Comissionadas do Poder Executivo,33,31,2,93.93939393939394,6.0606060606060606
235876,MINISTÉRIO DA ECONOMIA,MINISTÉRIO DA ECONOMIA,202110,Funções Comissionadas do Poder Executivo,23,22,1,95.65217391304348,4.3478260869565215
235876,MINISTÉRIO DA ECONOMIA,MINISTÉRIO DA ECONOMIA,202110,Funções Comissionadas do Poder Executivo,46,44,2,95.65217391304348,4.3478260869565215
235876,MINISTÉRIO DA ECONOMIA,MINISTÉRIO DA ECONOMIA,202110,Funções Comissionadas do Poder Executivo,17,16,1,94.11764705882354,5.882352941176471
235876,MINISTÉRIO DA ECONOMIA,MINISTÉRIO DA ECONOMIA,202110,Funções Comissionadas do Poder Executivo,9,9,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,MINISTÉRIO DA ECONOMIA,202110,Funções Comissionadas do Poder Executivo,14,13,1,92.85714285714286,7.142857142857143
235876,MINISTÉRIO DA ECONOMIA,MINISTÉRIO DA ECONOMIA,202110,Funções Comissionadas do Poder Executivo,3,1,2,33.333333333333336,66.66666666666667
235876,MINISTÉRIO DA ECONOMIA,MINISTÉRIO DA ECONOMIA,202110,Funções Comissionadas Técnicas,24,22,2,91.66666666666667,8.333333333333334
235876,MINISTÉRIO DA ECONOMIA,MINISTÉRIO DA ECONOMIA,202110,Funções Comissionadas Técnicas,25,21,4,84.0,16.0
235876,MINISTÉRIO DA ECONOMIA,MINISTÉRIO DA ECONOMIA,202110,Funções Comissionadas Técnicas,19,18,1,94.73684210526316,5.2631578947368425
235876,MINISTÉRIO DA ECONOMIA,MINISTÉRIO DA ECONOMIA,202110,Funções Comissionadas Técnicas,50,35,15,70.0,30.0
235876,MINISTÉRIO DA ECONOMIA,MINISTÉRIO DA ECONOMIA,202110,Funções Comissionadas Técnicas,56,44,12,78.57142857142857,21.428571428571427
235876,MINISTÉRIO DA ECONOMIA,MINISTÉRIO DA ECONOMIA,202110,Funções Comissionadas Técnicas,72,68,4,94.44444444444444,5.555555555555555
235876,MINISTÉRIO DA ECONOMIA,MINISTÉRIO DA ECONOMIA,202110,Funções Comissionadas Técnicas,114,108,6,94.73684210526316,5.2631578947368425
235876,MINISTÉRIO DA ECONOMIA,MINISTÉRIO DA ECONOMIA,202110,Funções Comissionadas Técnicas,177,166,11,93.78531073446328,6.214689265536723
235876,MINISTÉRIO DA ECONOMIA,MINISTÉRIO DA ECONOMIA,202110,Funções Comissionadas Técnicas,99,95,4,95.95959595959596,4.040404040404041
235876,MINISTÉRIO DA ECONOMIA,MINISTÉRIO DA ECONOMIA,202110,Funções Comissionadas Técnicas,191,186,5,97.38219895287958,2.6178010471204187
235876,MINISTÉRIO DA ECONOMIA,MINISTÉRIO DA ECONOMIA,202110,Funções Comissionadas Técnicas,44,38,6,86.36363636363636,13.636363636363637
235876,MINISTÉRIO DA ECONOMIA,MINISTÉRIO DA ECONOMIA,202110,Funções Comissionadas Técnicas,63,60,3,95.23809523809524,4.761904761904762
235876,MINISTÉRIO DA ECONOMIA,MINISTÉRIO DA ECONOMIA,202110,Funções Comissionadas Técnicas,38,31,7,81.57894736842105,18.42105263157895
235876,MINISTÉRIO DA ECONOMIA,MINISTÉRIO DA ECONOMIA,202110,Funções Comissionadas Técnicas,7,4,3,57.142857142857146,42.857142857142854
235876,MINISTÉRIO DA ECONOMIA,MINISTÉRIO DA ECONOMIA,202110,Funções Comissionadas Técnicas,3,2,1,66.66666666666667,33.333333333333336
235876,MINISTÉRIO DA ECONOMIA,MINISTÉRIO DA ECONOMIA,202110,Função Gratificada,1615,1388,227,85.94427244582043,14.055727554179567
235876,MINISTÉRIO DA ECONOMIA,MINISTÉRIO DA ECONOMIA,202110,Função Gratificada,1077,902,175,83.75116063138347,16.248839368616526
235876,MINISTÉRIO DA ECONOMIA,MINISTÉRIO DA ECONOMIA,202110,Função Gratificada,455,384,71,84.3956043956044,15.604395604395604
235876,MINISTÉRIO DA ECONOMIA,MINISTÉRIO DA ECONOMIA,202110,Ministro de Estado,1,2,-1,200.0,-100.0
235876,MINISTÉRIO DA ECONOMIA,MINISTÉRIO DA ECONOMIA,202110,Cargo de Natureza Especial,10,11,-1,110.0,-10.0
235876,MINISTÉRIO DA ECONOMIA,SUPERINTENDÊNCIA DA ZONA FRANCA DE MANAUS,202110,Direção e Assessoramento Superiores,19,17,2,89.47368421052632,10.526315789473685
235876,MINISTÉRIO DA ECONOMIA,SUPERINTENDÊNCIA DA ZONA FRANCA DE MANAUS,202110,Direção e Assessoramento Superiores,12,10,2,83.33333333333333,16.666666666666668
235876,MINISTÉRIO DA ECONOMIA,SUPERINTENDÊNCIA DA ZONA FRANCA DE MANAUS,202110,Direção e Assessoramento Superiores,4,4,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,SUPERINTENDÊNCIA DA ZONA FRANCA DE MANAUS,202110,Direção e Assessoramento Superiores,1,1,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,SUPERINTENDÊNCIA DA ZONA FRANCA DE MANAUS,202110,Direção e Assessoramento Superiores,3,3,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,SUPERINTENDÊNCIA DA ZONA FRANCA DE MANAUS,202110,Funções Comissionadas do Poder Executivo,9,9,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,SUPERINTENDÊNCIA DA ZONA FRANCA DE MANAUS,202110,Funções Comissionadas do Poder Executivo,2,2,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,SUPERINTENDÊNCIA DA ZONA FRANCA DE MANAUS,202110,Funções Comissionadas do Poder Executivo,17,16,1,94.11764705882354,5.882352941176471
235876,MINISTÉRIO DA ECONOMIA,SUPERINTENDÊNCIA DA ZONA FRANCA DE MANAUS,202110,Funções Comissionadas do Poder Executivo,9,9,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,SUPERINTENDÊNCIA DA ZONA FRANCA DE MANAUS,202110,Funções Comissionadas do Poder Executivo,3,3,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,SUPERINTENDÊNCIA DA ZONA FRANCA DE MANAUS,202110,Função Gratificada,25,24,1,96.0,4.0
235876,MINISTÉRIO DA ECONOMIA,SUPERINTENDÊNCIA DA ZONA FRANCA DE MANAUS,202110,Função Gratificada,20,16,4,80.0,20.0
235876,MINISTÉRIO DA ECONOMIA,SUPERINTENDÊNCIA DE SEGUROS PRIVADOS,202110,Direção e Assessoramento Superiores,4,4,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,SUPERINTENDÊNCIA DE SEGUROS PRIVADOS,202110,Direção e Assessoramento Superiores,2,2,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,SUPERINTENDÊNCIA DE SEGUROS PRIVADOS,202110,Direção e Assessoramento Superiores,11,3,8,27.272727272727273,72.72727272727273
235876,MINISTÉRIO DA ECONOMIA,SUPERINTENDÊNCIA DE SEGUROS PRIVADOS,202110,Direção e Assessoramento Superiores,6,4,2,66.66666666666667,33.333333333333336
235876,MINISTÉRIO DA ECONOMIA,SUPERINTENDÊNCIA DE SEGUROS PRIVADOS,202110,Direção e Assessoramento Superiores,5,5,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,SUPERINTENDÊNCIA DE SEGUROS PRIVADOS,202110,Direção e Assessoramento Superiores,1,1,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,SUPERINTENDÊNCIA DE SEGUROS PRIVADOS,202110,Funções Comissionadas do Poder Executivo,2,2,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,SUPERINTENDÊNCIA DE SEGUROS PRIVADOS,202110,Funções Comissionadas do Poder Executivo,35,33,2,94.28571428571429,5.714285714285714
235876,MINISTÉRIO DA ECONOMIA,SUPERINTENDÊNCIA DE SEGUROS PRIVADOS,202110,Funções Comissionadas do Poder Executivo,14,12,2,85.71428571428571,14.285714285714286
235876,MINISTÉRIO DA ECONOMIA,SUPERINTENDÊNCIA DE SEGUROS PRIVADOS,202110,Funções Comissionadas do Poder Executivo,1,1,0,100.0,0.0
235876,MINISTÉRIO DA ECONOMIA,SUPERINTENDÊNCIA DE SEGUROS PRIVADOS,202110,Função Gratificada,4,3,1,75.0,25.0
244,MINISTÉRIO DA EDUCAÇÃO,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA,202110,Cargo de Direção,1,1,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA,202110,Cargo de Direção,13,13,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA,202110,Cargo de Direção,30,28,2,93.33333333333333,6.666666666666667
244,MINISTÉRIO DA EDUCAÇÃO,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA,202110,Função Comissionada de Coordenador de Curso,84,84,0,100.0,0.0
