cod_siorg,orgao_superior,orgao_administrativo,ano_mes_referencia,cargo_comissao,cargos_distribuidos,cargos_ocupados,cargos_vagos,porcentagem_cargos_ocupados,porcentagem_cargos_vagos
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE ALFENAS,202110,Função Gratificada Específica de Instituição de Ensino,25,24,1,96.0,4.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE ALFENAS,202110,Função Gratificada Específica de Instituição de Ensino,19,21,-2,110.52631578947368,-10.526315789473685
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,202110,Cargo de Direção,1,1,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,202110,Cargo de Direção,8,8,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,202110,Cargo de Direção,18,18,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,202110,Cargo de Direção,35,35,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,202110,Função Comissionada de Coordenador de Curso,125,128,-3,102.4,-2.4
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,202110,Função Gratificada Específica de Instituição de Ensino,149,149,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,202110,Função Gratificada Específica de Instituição de Ensino,30,30,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,202110,Função Gratificada Específica de Instituição de Ensino,2,1,1,50.0,50.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE GOIÁS,202110,Cargo de Direção,1,3,-2,300.0,-200.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE GOIÁS,202110,Cargo de Direção,8,24,-16,300.0,-200.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE GOIÁS,202110,Cargo de Direção,44,51,-7,115.9090909090909,-15.909090909090908
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE GOIÁS,202110,Cargo de Direção,45,91,-46,202.22222222222223,-102.22222222222223
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE GOIÁS,202110,Função Comissionada de Coordenador de Curso,198,193,5,97.47474747474747,2.525252525252525
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE GOIÁS,202110,Função Gratificada Específica de Instituição de Ensino,160,125,35,78.125,21.875
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE GOIÁS,202110,Função Gratificada Específica de Instituição de Ensino,36,36,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE GOIÁS,202110,Função Gratificada Específica de Instituição de Ensino,33,32,1,96.96969696969697,3.0303030303030303
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE ITAJUBÁ,202110,Cargo de Direção,1,1,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE ITAJUBÁ,202110,Cargo de Direção,8,8,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE ITAJUBÁ,202110,Cargo de Direção,14,14,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE ITAJUBÁ,202110,Cargo de Direção,22,22,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE ITAJUBÁ,202110,Função Comissionada de Coordenador de Curso,45,46,-1,102.22222222222223,-2.2222222222222223
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE ITAJUBÁ,202110,Função Gratificada Específica de Instituição de Ensino,69,70,-1,101.44927536231884,-1.4492753623188406
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE ITAJUBÁ,202110,Função Gratificada Específica de Instituição de Ensino,7,7,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,202110,Cargo de Direção,1,1,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,202110,Cargo de Direção,8,8,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,202110,Cargo de Direção,31,31,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,202110,Cargo de Direção,31,31,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,202110,Função Comissionada de Coordenador de Curso,108,107,1,99.07407407407408,0.9259259259259259
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,202110,Função Gratificada Específica de Instituição de Ensino,130,128,2,98.46153846153847,1.5384615384615385
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,202110,Função Gratificada Específica de Instituição de Ensino,8,7,1,87.5,12.5
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,202110,Função Gratificada Específica de Instituição de Ensino,45,46,-1,102.22222222222223,-2.2222222222222223
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE LAVRAS,202110,Cargo de Direção,1,1,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE LAVRAS,202110,Cargo de Direção,8,8,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE LAVRAS,202110,Cargo de Direção,17,17,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE LAVRAS,202110,Cargo de Direção,16,16,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE LAVRAS,202110,Função Comissionada de Coordenador de Curso,80,76,4,95.0,5.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE LAVRAS,202110,Função Gratificada Específica de Instituição de Ensino,75,75,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE LAVRAS,202110,Função Gratificada Específica de Instituição de Ensino,17,17,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE MINAS GERAIS,202110,Cargo de Direção,1,1,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE MINAS GERAIS,202110,Cargo de Direção,9,9,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE MINAS GERAIS,202110,Cargo de Direção,38,38,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE MINAS GERAIS,202110,Cargo de Direção,84,82,2,97.61904761904762,2.380952380952381
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE MINAS GERAIS,202110,Função Comissionada de Coordenador de Curso,195,174,21,89.23076923076923,10.76923076923077
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE MINAS GERAIS,202110,Função Gratificada Específica de Instituição de Ensino,279,276,3,98.9247311827957,1.075268817204301
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE MINAS GERAIS,202110,Função Gratificada Específica de Instituição de Ensino,17,16,1,94.11764705882354,5.882352941176471
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE MINAS GERAIS,202110,Função Gratificada Específica de Instituição de Ensino,99,98,1,98.98989898989899,1.0101010101010102
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE PERNAMBUCO,202110,Cargo de Direção,1,1,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE PERNAMBUCO,202110,Cargo de Direção,8,8,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE PERNAMBUCO,202110,Cargo de Direção,26,26,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE PERNAMBUCO,202110,Cargo de Direção,52,50,2,96.15384615384616,3.8461538461538463
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE PERNAMBUCO,202110,Função Comissionada de Coordenador de Curso,220,190,30,86.36363636363636,13.636363636363637
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE PERNAMBUCO,202110,Função Gratificada Específica de Instituição de Ensino,272,271,1,99.63235294117646,0.36764705882352944
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE PERNAMBUCO,202110,Função Gratificada Específica de Instituição de Ensino,46,46,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE PERNAMBUCO,202110,Função Gratificada Específica de Instituição de Ensino,75,73,2,97.33333333333333,2.6666666666666665
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE PERNAMBUCO,202110,Função Gratificada Específica de Instituição de Ensino,54,50,4,92.5925925925926,7.407407407407407
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE PERNAMBUCO,202110,Função Gratificada Específica de Instituição de Ensino,46,45,1,97.82608695652173,2.1739130434782608
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE PERNAMBUCO,202110,Função Gratificada Específica de Instituição de Ensino,272,248,24,91.17647058823529,8.823529411764707
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE SANTA CATARINA,202110,Cargo de Direção,1,1,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE SANTA CATARINA,202110,Cargo de Direção,8,8,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE SANTA CATARINA,202110,Cargo de Direção,32,32,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE SANTA CATARINA,202110,Cargo de Direção,59,59,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE SANTA CATARINA,202110,Função Comissionada de Coordenador de Curso,191,170,21,89.00523560209425,10.99476439790576
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE SANTA CATARINA,202110,Função Gratificada Específica de Instituição de Ensino,201,199,2,99.0049751243781,0.9950248756218906
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE SANTA CATARINA,202110,Função Gratificada Específica de Instituição de Ensino,39,39,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE SANTA CATARINA,202110,Função Gratificada Específica de Instituição de Ensino,73,73,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE SANTA MARIA,202110,Cargo de Direção,1,1,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE SANTA MARIA,202110,Cargo de Direção,8,8,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE SANTA MARIA,202110,Cargo de Direção,40,38,2,95.0,5.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE SANTA MARIA,202110,Cargo de Direção,61,61,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE SANTA MARIA,202110,Função Comissionada de Coordenador de Curso,185,185,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE SANTA MARIA,202110,Função Gratificada Específica de Instituição de Ensino,216,217,-1,100.46296296296296,-0.46296296296296297
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE SANTA MARIA,202110,Função Gratificada Específica de Instituição de Ensino,19,18,1,94.73684210526316,5.2631578947368425
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE SANTA MARIA,202110,Função Gratificada Específica de Instituição de Ensino,60,48,12,80.0,20.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE SANTA MARIA,202110,Função Gratificada Específica de Instituição de Ensino,131,118,13,90.07633587786259,9.923664122137405
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE SANTA MARIA,202110,Função Gratificada Específica de Instituição de Ensino,9,10,-1,111.11111111111111,-11.11111111111111
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE SANTA MARIA,202110,Função Gratificada Específica de Instituição de Ensino,6,3,3,50.0,50.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE SANTA MARIA,202110,Função Gratificada Específica de Instituição de Ensino,142,116,26,81.69014084507042,18.309859154929576
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE SÃO PAULO,202110,Cargo de Direção,1,1,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE SÃO PAULO,202110,Cargo de Direção,8,8,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE SÃO PAULO,202110,Cargo de Direção,20,19,1,95.0,5.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE SÃO PAULO,202110,Cargo de Direção,38,38,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE SÃO PAULO,202110,Função Comissionada de Coordenador de Curso,131,127,4,96.94656488549619,3.053435114503817
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE SÃO PAULO,202110,Função Gratificada Específica de Instituição de Ensino,69,68,1,98.55072463768116,1.4492753623188406
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE SÃO PAULO,202110,Função Gratificada Específica de Instituição de Ensino,184,173,11,94.02173913043478,5.978260869565218
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE SÃO PAULO,202110,Função Gratificada Específica de Instituição de Ensino,32,32,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,202110,Cargo de Direção,1,1,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,202110,Cargo de Direção,8,8,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,202110,Cargo de Direção,21,22,-1,104.76190476190476,-4.761904761904762
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,202110,Cargo de Direção,64,64,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,202110,Função Comissionada de Coordenador de Curso,155,140,15,90.3225806451613,9.67741935483871
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,202110,Função Gratificada Específica de Instituição de Ensino,138,138,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,202110,Função Gratificada Específica de Instituição de Ensino,24,24,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,202110,Função Gratificada Específica de Instituição de Ensino,16,16,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO CEARÁ,202110,Cargo de Direção,1,2,-1,200.0,-100.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO CEARÁ,202110,Cargo de Direção,8,16,-8,200.0,-100.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO CEARÁ,202110,Cargo de Direção,34,58,-24,170.58823529411765,-70.58823529411765
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO CEARÁ,202110,Cargo de Direção,83,137,-54,165.06024096385542,-65.06024096385542
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO CEARÁ,202110,Função Comissionada de Coordenador de Curso,173,181,-8,104.6242774566474,-4.624277456647399
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO CEARÁ,202110,Função Gratificada Específica de Instituição de Ensino,172,249,-77,144.7674418604651,-44.76744186046512
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO CEARÁ,202110,Função Gratificada Específica de Instituição de Ensino,37,127,-90,343.2432432432432,-243.24324324324326
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO CEARÁ,202110,Função Gratificada Específica de Instituição de Ensino,30,52,-22,173.33333333333334,-73.33333333333333
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,202110,Cargo de Direção,1,1,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,202110,Cargo de Direção,8,8,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,202110,Cargo de Direção,18,18,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,202110,Cargo de Direção,52,52,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,202110,Função Comissionada de Coordenador de Curso,142,136,6,95.77464788732394,4.225352112676056
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,202110,Função Gratificada Específica de Instituição de Ensino,111,109,2,98.1981981981982,1.8018018018018018
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,202110,Função Gratificada Específica de Instituição de Ensino,65,64,1,98.46153846153847,1.5384615384615385
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,202110,Função Gratificada Específica de Instituição de Ensino,34,35,-1,102.94117647058823,-2.9411764705882355
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO,202110,Cargo de Direção,1,1,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO,202110,Cargo de Direção,8,8,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO,202110,Cargo de Direção,21,21,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO,202110,Cargo de Direção,37,37,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO,202110,Função Comissionada de Coordenador de Curso,73,74,-1,101.36986301369863,-1.36986301369863
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO,202110,Função Gratificada Específica de Instituição de Ensino,59,60,-1,101.69491525423729,-1.694915254237288
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO,202110,Função Gratificada Específica de Instituição de Ensino,24,24,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO,202110,Função Gratificada Específica de Instituição de Ensino,1,1,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO OESTE DA BAHIA,202110,Cargo de Direção,1,1,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO OESTE DA BAHIA,202110,Cargo de Direção,8,8,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO OESTE DA BAHIA,202110,Cargo de Direção,24,23,1,95.83333333333333,4.166666666666667
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO OESTE DA BAHIA,202110,Cargo de Direção,54,52,2,96.29629629629629,3.7037037037037037
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO OESTE DA BAHIA,202110,Função Gratificada Específica de Instituição de Ensino,105,101,4,96.19047619047619,3.8095238095238093
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO OESTE DA BAHIA,202110,Função Gratificada Específica de Instituição de Ensino,105,41,64,39.04761904761905,60.95238095238095
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO OESTE DA BAHIA,202110,Função Gratificada Específica de Instituição de Ensino,79,13,66,16.455696202531644,83.54430379746836
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO OESTE DO PARÁ,202110,Cargo de Direção,1,1,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO OESTE DO PARÁ,202110,Cargo de Direção,8,8,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO OESTE DO PARÁ,202110,Cargo de Direção,15,15,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO OESTE DO PARÁ,202110,Cargo de Direção,24,25,-1,104.16666666666667,-4.166666666666667
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO OESTE DO PARÁ,202110,Função Comissionada de Coordenador de Curso,46,45,1,97.82608695652173,2.1739130434782608
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO OESTE DO PARÁ,202110,Função Gratificada Específica de Instituição de Ensino,49,49,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO OESTE DO PARÁ,202110,Função Gratificada Específica de Instituição de Ensino,24,24,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO PARÁ,202110,Cargo de Direção,1,1,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO PARÁ,202110,Cargo de Direção,8,8,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO PARÁ,202110,Cargo de Direção,42,42,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO PARÁ,202110,Cargo de Direção,87,84,3,96.55172413793103,3.4482758620689653
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO PARÁ,202110,Função Comissionada de Coordenador de Curso,243,240,3,98.76543209876543,1.2345679012345678
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO PARÁ,202110,Função Gratificada Específica de Instituição de Ensino,234,232,2,99.14529914529915,0.8547008547008547
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO PARÁ,202110,Função Gratificada Específica de Instituição de Ensino,40,40,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO PARÁ,202110,Função Gratificada Específica de Instituição de Ensino,15,14,1,93.33333333333333,6.666666666666667
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO PARANÁ,202110,Cargo de Direção,1,1,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO PARANÁ,202110,Cargo de Direção,8,8,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO PARANÁ,202110,Cargo de Direção,26,26,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO PARANÁ,202110,Cargo de Direção,83,82,1,98.79518072289157,1.2048192771084338
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO PARANÁ,202110,Função Comissionada de Coordenador de Curso,219,187,32,85.38812785388127,14.61187214611872
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO PARANÁ,202110,Função Gratificada Específica de Instituição de Ensino,197,194,3,98.4771573604061,1.5228426395939085
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO PARANÁ,202110,Função Gratificada Específica de Instituição de Ensino,7,6,1,85.71428571428571,14.285714285714286
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO PARANÁ,202110,Função Gratificada Específica de Instituição de Ensino,132,125,7,94.6969696969697,5.303030303030303
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA,202110,Cargo de Direção,1,1,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA,202110,Cargo de Direção,8,8,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA,202110,Cargo de Direção,11,11,0,100.0,0.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA,202110,Cargo de Direção,46,45,1,97.82608695652173,2.1739130434782608
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA,202110,Função Comissionada de Coordenador de Curso,50,48,2,96.0,4.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA,202110,Função Gratificada Específica de Instituição de Ensino,167,165,2,98.80239520958084,1.1976047904191616
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA,202110,Função Gratificada Específica de Instituição de Ensino,25,23,2,92.0,8.0
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA,202110,Função Gratificada Específica de Instituição de Ensino,6,4,2,66.66666666666667,33.333333333333336
244,MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,202110,Cargo de Direção,1,1,0,100.0,0.0
